Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,-2.49E-05,9.58E-06,3.91E-05,3.40E-05,-1.25E-05,9.51E-06
2,-1.50E-05,9.72E-06,3.99E-05,-2.61E-05,4.33E-06,9.56E-06
3,6.73E-07,1.09E-05,2.47E-05,-2.50E-05,3.66E-05,1.00E-05
4,2.24E-06,9.19E-06,1.36E-05,-4.75E-06,6.79E-05,6.13E-06
5,-1.16E-06,6.27E-06,1.99E-05,-9.02E-06,7.72E-05,4.03E-06
6,-4.31E-06,7.31E-06,3.26E-05,3.08E-06,5.32E-05,6.34E-06
7,-6.37E-06,1.20E-05,3.41E-05,6.21E-05,2.94E-06,1.12E-05
8,-1.27E-05,1.55E-05,2.50E-05,0.00010752,-5.23E-05,1.13E-05
9,-2.75E-05,1.61E-05,1.88E-05,6.32E-05,-9.49E-05,5.43E-06
10,-3.44E-05,1.30E-05,1.90E-05,-9.30E-06,-0.000116177,4.96E-07
11,-2.30E-05,9.62E-06,1.12E-05,-4.68E-05,-0.000113545,2.86E-07
12,-7.60E-06,9.18E-06,-2.73E-06,-2.58E-05,-8.67E-05,3.30E-06
13,-1.90E-06,1.33E-05,-5.92E-06,6.13E-05,-4.49E-05,6.07E-06
14,-7.06E-06,1.86E-05,1.31E-06,0.000142804,-8.33E-06,7.18E-06
15,-1.78E-05,2.01E-05,1.37E-05,0.000125136,8.26E-06,5.54E-06
16,-2.10E-05,1.74E-05,2.30E-05,3.89E-05,6.77E-06,3.89E-06
17,-1.03E-05,1.41E-05,2.14E-05,-1.63E-05,-4.99E-06,6.05E-06
18,3.80E-06,1.15E-05,1.48E-05,-4.36E-06,-2.27E-05,1.26E-05
19,9.63E-06,9.41E-06,1.86E-05,6.64E-05,-4.28E-05,1.93E-05
20,4.84E-06,9.55E-06,2.79E-05,0.000133247,-5.75E-05,2.20E-05
21,-8.90E-06,1.08E-05,3.34E-05,0.000117869,-5.90E-05,1.79E-05
22,-2.03E-05,9.07E-06,3.45E-05,3.64E-05,-4.86E-05,1.06E-05
23,-1.60E-05,4.90E-06,2.69E-05,-1.41E-05,-3.74E-05,4.98E-06
24,-3.85E-06,2.45E-06,1.98E-05,-1.02E-05,-3.16E-05,3.46E-06
25,-1.91E-06,3.77E-06,3.31E-05,5.28E-05,-2.36E-05,4.15E-06
