Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,-9.04E-06,1.64E-05,2.04E-05,-1.65E-05,-1.10E-05,1.66E-05
2,4.70E-06,1.64E-05,1.75E-05,6.00E-05,-1.22E-05,1.76E-05
3,1.07E-05,1.68E-05,2.11E-05,0.000143466,-1.29E-05,1.46E-05
4,7.76E-06,1.46E-05,2.53E-05,0.00012865,-1.15E-05,1.12E-05
5,-5.01E-07,1.03E-05,2.74E-05,3.27E-05,-9.37E-06,1.16E-05
6,-2.96E-06,8.06E-06,2.45E-05,-4.23E-05,-8.69E-06,1.55E-05
7,3.73E-06,9.12E-06,1.78E-05,-5.08E-05,-9.27E-06,1.79E-05
8,8.78E-06,9.92E-06,1.57E-05,1.44E-05,-9.15E-06,1.55E-05
9,6.94E-06,9.21E-06,1.84E-05,0.000102057,-8.14E-06,9.22E-06
10,1.80E-07,9.19E-06,1.89E-05,0.000108453,-7.89E-06,1.54E-06
11,-9.24E-06,9.96E-06,1.79E-05,2.47E-05,-8.48E-06,-1.95E-06
12,-1.47E-05,1.02E-05,1.46E-05,-4.33E-05,-8.93E-06,2.45E-06
13,-1.06E-05,1.00E-05,9.10E-06,-4.98E-05,-8.79E-06,8.81E-06
14,-4.82E-06,1.15E-05,9.90E-06,1.67E-05,-8.54E-06,9.73E-06
15,-3.39E-06,1.49E-05,1.77E-05,0.000119761,-8.57E-06,8.71E-06
16,-5.64E-06,1.79E-05,2.28E-05,0.00014231,-8.54E-06,7.57E-06
17,-1.19E-05,1.55E-05,2.53E-05,5.46E-05,-8.37E-06,4.98E-06
18,-1.32E-05,9.13E-06,2.62E-05,-1.69E-05,-9.55E-06,5.92E-06
19,-6.76E-06,6.67E-06,2.45E-05,-4.24E-06,-1.26E-05,9.89E-06
20,-5.94E-06,8.87E-06,2.03E-05,3.01E-05,-1.78E-05,1.20E-05
21,-7.35E-06,1.17E-05,1.95E-05,2.61E-05,-2.12E-05,1.23E-05
22,-2.15E-06,1.40E-05,2.23E-05,3.58E-05,-1.86E-05,1.24E-05
23,5.95E-06,1.56E-05,2.44E-05,0.000114679,-1.33E-05,1.37E-05
24,9.90E-06,1.67E-05,2.70E-05,0.00019293,-1.21E-05,1.19E-05
25,4.34E-06,1.66E-05,2.97E-05,0.000161483,-1.49E-05,5.97E-06
26,-6.02E-06,1.47E-05,3.19E-05,7.08E-05,-1.70E-05,6.81E-07
27,-7.12E-06,1.21E-05,2.66E-05,9.84E-06,-1.80E-05,5.55E-07
28,-1.71E-07,1.06E-05,1.86E-05,1.20E-05,-1.86E-05,4.97E-06
29,2.03E-06,1.06E-05,2.04E-05,8.58E-05,-1.84E-05,1.07E-05
30,-3.67E-06,1.13E-05,2.74E-05,0.000166871,-1.76E-05,1.20E-05
31,-1.08E-05,1.18E-05,2.93E-05,0.000152667,-1.85E-05,7.44E-06
32,-1.02E-05,1.24E-05,2.73E-05,5.75E-05,-1.93E-05,4.96E-06
33,9.96E-07,1.37E-05,2.49E-05,-2.08E-05,-1.72E-05,8.42E-06
34,1.52E-05,1.49E-05,2.29E-05,-3.29E-05,-1.25E-05,1.35E-05
35,2.10E-05,1.51E-05,2.70E-05,3.31E-05,-7.57E-06,1.58E-05
36,1.76E-05,1.50E-05,3.41E-05,0.000123431,-2.74E-06,1.54E-05
37,8.70E-06,1.57E-05,3.65E-05,0.000131273,4.33E-06,1.28E-05
38,-2.35E-06,1.69E-05,3.63E-05,4.53E-05,1.15E-05,1.09E-05
39,-9.04E-06,1.80E-05,3.31E-05,-3.04E-05,1.15E-05,1.45E-05
40,-7.36E-06,1.89E-05,2.50E-05,-4.93E-05,4.09E-06,2.28E-05
41,-5.64E-07,1.97E-05,2.40E-05,1.97E-06,-2.52E-06,2.94E-05
42,4.47E-06,2.02E-05,3.10E-05,9.19E-05,-4.89E-06,2.98E-05
43,-1.79E-07,1.84E-05,3.40E-05,0.00011041,-5.69E-06,2.23E-05
44,-1.37E-05,1.44E-05,3.20E-05,2.59E-05,-6.89E-06,1.45E-05
45,-2.12E-05,1.25E-05,2.63E-05,-4.24E-05,-9.09E-06,1.59E-05
46,-1.93E-05,1.28E-05,1.81E-05,-2.75E-05,-1.20E-05,2.06E-05
47,-1.97E-05,1.13E-05,1.22E-05,1.08E-05,-1.34E-05,2.15E-05
48,-1.86E-05,7.22E-06,1.42E-05,8.41E-06,-1.33E-05,2.12E-05
49,-1.23E-05,3.75E-06,2.05E-05,1.49E-05,-1.31E-05,2.21E-05
50,-7.39E-06,3.40E-06,2.16E-05,8.11E-05,-1.34E-05,2.28E-05
51,-7.22E-06,6.61E-06,1.83E-05,0.000141409,-1.00E-05,2.16E-05
52,-1.49E-05,1.18E-05,1.72E-05,9.68E-05,-1.40E-07,1.87E-05
53,-2.78E-05,1.55E-05,1.86E-05,3.90E-06,1.02E-05,1.58E-05
54,-2.99E-05,1.61E-05,1.59E-05,-4.19E-05,1.13E-05,1.58E-05
55,-1.76E-05,1.62E-05,1.29E-05,-1.69E-05,3.36E-06,1.67E-05
56,-5.59E-06,1.74E-05,1.73E-05,7.16E-05,-4.87E-06,1.65E-05
57,-3.94E-06,1.85E-05,2.50E-05,0.000154406,-8.05E-06,1.47E-05
58,-1.12E-05,1.78E-05,3.04E-05,0.000138318,-6.38E-06,9.71E-06
59,-1.78E-05,1.52E-05,3.15E-05,4.17E-05,-1.77E-06,4.47E-06
60,-1.46E-05,1.16E-05,2.72E-05,-3.66E-05,2.35E-06,5.54E-06
61,-3.95E-06,7.85E-06,2.22E-05,-4.47E-05,2.36E-06,1.21E-05
62,3.32E-06,5.61E-06,2.50E-05,2.57E-05,-9.52E-07,1.66E-05
63,5.33E-06,6.32E-06,3.24E-05,0.000114116,-4.60E-06,1.49E-05
64,4.84E-06,8.58E-06,3.68E-05,0.000114336,-7.25E-06,8.91E-06
65,2.07E-06,9.90E-06,3.71E-05,2.08E-05,-9.57E-06,5.06E-06
66,2.76E-06,9.89E-06,3.27E-05,-5.31E-05,-1.28E-05,8.24E-06
67,1.15E-05,9.25E-06,2.80E-05,-5.48E-05,-1.61E-05,1.42E-05
68,1.87E-05,9.22E-06,3.13E-05,2.20E-05,-1.76E-05,1.78E-05
69,1.99E-05,1.02E-05,3.70E-05,0.000130518,-1.78E-05,1.88E-05
70,1.34E-05,1.14E-05,4.03E-05,0.000144671,-1.73E-05,1.63E-05
71,8.16E-07,1.09E-05,4.67E-05,3.99E-05,-1.67E-05,1.12E-05
72,-2.79E-06,1.08E-05,4.73E-05,-4.98E-05,-1.44E-05,1.01E-05
73,6.71E-06,1.15E-05,3.71E-05,-4.82E-05,-9.93E-06,1.60E-05
74,1.51E-05,1.24E-05,2.64E-05,-1.23E-05,-4.25E-06,2.05E-05
75,1.72E-05,1.39E-05,2.52E-05,-1.11E-05,2.10E-06,1.99E-05
76,1.49E-05,1.58E-05,3.07E-05,-5.59E-06,6.74E-06,1.73E-05
77,1.19E-05,1.83E-05,3.44E-05,5.86E-05,7.49E-06,1.68E-05
78,9.41E-06,1.96E-05,3.35E-05,0.000124795,5.02E-06,1.68E-05
79,5.08E-07,1.81E-05,2.92E-05,8.98E-05,2.62E-06,1.29E-05
