Time_Index,DELTOID_Affected,DELTOID_NonAffected,BICEPS_Affected,BICEPS_NonAffected,FOREARM_Affected,FOREARM_NonAffected
1,-1.36E-05,1.02E-05,4.41E-05,-1.14E-05,-8.53E-06,6.65E-06
2,-3.96E-06,1.04E-05,3.69E-05,-1.20E-05,7.20E-06,1.45E-05
3,4.32E-06,1.23E-05,3.87E-05,5.54E-05,1.75E-05,1.75E-05
4,3.73E-06,1.37E-05,4.28E-05,0.000126923,1.52E-05,1.48E-05
5,-7.29E-06,1.19E-05,4.19E-05,0.000107559,5.55E-06,8.60E-06
6,-1.87E-05,8.00E-06,3.83E-05,2.04E-05,-2.14E-06,4.42E-06
7,-1.52E-05,6.79E-06,2.49E-05,-2.50E-05,-6.08E-06,5.56E-06
8,-1.36E-06,7.59E-06,6.14E-06,-1.34E-05,-9.49E-06,1.05E-05
9,6.40E-06,5.06E-06,4.88E-06,6.47E-05,-1.12E-05,1.24E-05
10,6.40E-06,2.05E-06,1.38E-05,0.000156655,-5.77E-06,8.19E-06
11,-5.21E-06,3.32E-06,1.61E-05,0.000153388,5.43E-06,3.62E-06
12,-2.16E-05,6.66E-06,2.19E-05,6.22E-05,1.64E-05,2.92E-06
13,-2.54E-05,8.68E-06,2.52E-05,1.76E-05,1.83E-05,5.44E-06
14,-1.63E-05,6.90E-06,2.00E-05,4.13E-05,9.88E-06,7.51E-06
15,-1.06E-05,7.21E-06,1.33E-05,5.61E-05,-2.17E-07,8.16E-06
16,-7.69E-06,1.05E-05,1.26E-05,3.58E-05,-1.11E-05,8.23E-06
17,-3.47E-06,1.34E-05,1.60E-05,5.30E-05,-1.86E-05,8.42E-06
18,-2.35E-06,1.56E-05,1.92E-05,0.000126909,-1.83E-05,9.46E-06
19,-8.71E-06,1.67E-05,2.02E-05,0.000169545,-1.50E-05,7.47E-06
20,-2.00E-05,1.56E-05,1.77E-05,0.000100112,-1.07E-05,3.67E-06
21,-2.45E-05,1.14E-05,1.18E-05,1.72E-05,-6.40E-06,3.02E-06
22,-1.27E-05,8.16E-06,-2.30E-06,-1.50E-05,-6.69E-06,7.51E-06
23,3.34E-06,7.44E-06,-9.32E-06,1.13E-05,-1.36E-05,1.39E-05
24,1.08E-05,9.56E-06,-2.06E-06,9.74E-05,-2.07E-05,1.87E-05
25,6.87E-06,1.17E-05,7.72E-06,0.00016641,-2.23E-05,1.99E-05
26,-6.44E-06,1.04E-05,1.85E-05,0.000133932,-1.81E-05,1.67E-05
27,-1.61E-05,6.44E-06,2.82E-05,4.84E-05,-1.37E-05,1.48E-05
28,-9.48E-06,3.00E-06,2.65E-05,8.33E-07,-1.31E-05,1.65E-05
29,7.46E-06,3.87E-06,1.64E-05,1.24E-05,-1.43E-05,1.83E-05
30,1.53E-05,1.02E-05,1.74E-05,8.88E-05,-1.48E-05,1.75E-05
31,8.14E-06,1.77E-05,2.45E-05,0.000157883,-1.49E-05,1.36E-05
32,-5.85E-06,1.93E-05,2.77E-05,0.000121468,-1.64E-05,6.96E-06
33,-1.18E-05,1.55E-05,2.88E-05,1.87E-05,-1.77E-05,2.45E-06
34,-2.75E-06,1.18E-05,2.26E-05,-3.06E-05,-1.53E-05,4.95E-06
